"base_id";"activity";"client";"contract";"type_of_service";"status";"order_num";"first_point";"second_point";"speed";"vlan_id";"switchboard_first_point";"switch_port_first_point";"port_settings_first_point";"switchboard_second_point";"switch_port_second_point";"port_settings_second_point";"subnets";"router";"interface";"auto_network";"end_client";"last_mile";"id_servicepipe";"comment";"responsible_department"
2049;"28349
39640 сделка отключения";"ПАО ""РОСТЕЛЕКОМ""";"null";"L2VPN";"Отключен";"заказ ";"г. Москва, Бутлерова ул., 7";"Москва, ул. Окская, д. 13";"10";"4070";"X10-M9";"interface XGigabitEthernet0/0/26";"port trunk allow-pass vlan 4070";"H2SW-1-OKSKAYA13";"interface Ethernet0/0/3";" port link-type dot1q-tunnel
 port default vlan 4070";"null";"null";"null";"null";"null";"null";"null";"null";"СПД"
2048;"28162 сделка изменения
36090 сделка отключения";"СбКлауд ООО";" Договор № ТБ-УС/36-18";"Internet Access + AntiDDoS";"Отключен";"БЗ 002";"г. Москва, Варшавское ш., д. 125, стр.16";"null";"1000";"3003";"X22-VARSH125S16";"interface Ten-GigabitEthernet1/1/1
interface Ten-GigabitEthernet2/1/1";"     service-instance 3003
      encapsulation untagged
      xconnect vsi 3003 access-mode  

      service-instance 3003
      encapsulation untagged
      xconnect vsi 3003 access-mode   ethernet";"null";"null";"null";"217.77.104.32/29 VRRP";"null";"null";"null";"null";"null";"cirex-msk-transit-30350";"null";"СПД"
2047;"28314 сделка изменения";"СбКлауд ООО";" Договор № ТБ-УС/36-18";"Internet Access";"Эксплуатация";"БЗ ";"г. Москва, Варшавское ш., д. 125, стр.16";"null";"1000";"2444";"HP5800-2-VARSH125S16";"interface GigabitEthernet1/0/20
interface GigabitEthernet1/0/23";" service-instance 2444
  encapsulation s-vid 2444
  xconnect vsi sbcloud_vl2444

 service-instance 2444
  encapsulation s-vid 2444
  xconnect vsi sbcloud_vl2444";"null";"null";"null";"77.238.101.0/28 VRRP";"null";"null";"null";"null";"null";"null";"null";"СПД"
2046;"28314 сделка изменения";"СбКлауд ООО";" Договор № ТБ-УС/36-18";"Internet Access";"Эксплуатация";"БЗ ";"г. Москва, Варшавское ш., д. 125, стр.16";"null";"1000";"2443";"HP5800-2-VARSH125S16";"interface GigabitEthernet1/0/20
interface GigabitEthernet1/0/23";" service-instance 2443
  encapsulation s-vid 2443
  xconnect vsi sbcloud_vl2443

 service-instance 2443
  encapsulation s-vid 2443
  xconnect vsi sbcloud_vl2443";"null";"null";"null";"217.77.106.176/28 VRRP ";"null";"null";"null";"null";"null";"null";"null";"СПД"
2045;"Включение/28023";"НАО ""КБ ЛОКО-БАНК""";"Дог. № ТБ-УС/15-17";"Internet Access";"Эксплуатация";"БЗ 002";"г. Москва, Ленинградский пр., д. 39, стр. 80";"null";"200";"1596";"H2SW-2-LENINGRADSKIYP39S80";"interface GigabitEthernet0/0/4";" port link-type access
 port default vlan 1596";"null";"null";"null";"77.238.102.132/30
";"R1-TB-M9 ";"null";"AS51811";"null";"null";"null";"null";"СПД"
2044;"Включение/27633Включение/27634; отключение 41687 41689";"ООО ""БУРГЕР РУС""";"";"L2VPN";"Отключен";"заказ ";"г. Москва, ул. Берзарина, д. 36 стр. 3";"г. Москва, Варшавское шоссе, д. 125 стр. 16";"2000020000";"70";"HSW6720-BURGER-VARSHAVKA-STACK";"interface Eth-Trunk8";" port link-type access port default vlan 70";"HSW5331-BURGER-BERZARINA-STACK";"interface Eth-Trunk2";" port link-type access port default vlan 70";"";"";"";"";"";"";"";"trustinfoEth-Trunk7 line  XGigabitEthernet1/0/15  XGigabitEthernet1/0/16  XGigabitEthernet2/0/15  XGigabitEthernet2/0/16Eth-Trunk8 client  XGigabitEthernet1/0/7  XGigabitEthernet1/0/8  XGigabitEthernet2/0/7  XGigabitEthernet2/0/8selectelEth-Trunk1 line  XGigabitEthernet1/0/3  XGigabitEthernet1/0/4  XGigabitEthernet2/0/3  XGigabitEthernet2/0/4Eth-Trunk2 client  GigabitEthernet1/0/1  GigabitEthernet1/0/2   GigabitEthernet2/0/1  GigabitEthernet2/0/2";"СПД"
2043;"23950 сделка включения";"Облачные технологии ООО";"null";"Internet Access";"Эксплуатация";"БЗ ";"г. Москва, Большой бульвар, д. 64, ЦОД Сколково";"null";"1000";"1591";"HSW5331-1-BOLSHOYBULVAR64";"interface XGigabitEthernet0/1/1
interface XGigabitEthernet0/1/3";" port link-type access
 port default vlan 1591

 port link-type access
 port default vlan 1591";"null";"null";"null";"185.79.237.104/30";"R1-M9 ";"null";"null";"null";"null";"null";"null";"СПД"
2042;"23949 сделка включения";"Облачные технологии ООО";"null";"Internet Access";"Эксплуатация";"БЗ ";"г. Москва, Большой бульвар, д. 64, ЦОД Сколково";"null";"1000";"1576";"HSW5331-1-BOLSHOYBULVAR64";"interface GigabitEthernet0/0/1";" port link-type access
 port default vlan 1576
interface GigabitEthernet0/0/2
 port link-type access
 port default vlan 1576";"null";"null";"null";"185.9.231.4/30";"R1-M9 ";"null";"null";"null";"null";"null";"null";"СПД"
2041;"";"на согласовании у Билайна";"";"null";"";"";"";"";"";"1675;1676;1677";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"СПД"
2040;"25537 сделка включения 41954 сделка отключения";"ПАО Вымпелком";" 08937/12/0MR от «01» декабря 2012";"L2VPN";"Отключен";"БЗ 50 ";"г. Москва,  Боровая, 7";"Москва г.,  Новодмитровская Б.  ул.,  д.14";"300";"1660";"S4-BOROVAYA";"interface GigabitEthernet2/0/3";"port trunk permit vlan 1660";"H2SW-1-BNOVODMITROVSKAYA14";"interface GigabitEthernet0/0/3";" port link-type access port default vlan 1660";"";"";"";"";"";"";"";"РО#3045380";"СПД"
2039;"null";"согласовано с РБС для парковок";"null";"null";"";"null";"null";"null";"null";"1678;1679";"null";"null";"null";"null";"null";"null";"null";"null";"null";"null";"null";"null";"null";"null";"СПД"
2038;"внутренние цели";"Телеком-Биржа MOXA";"Договор ";"Internet Access";"Эксплуатация";"БЗ ";"г. Москва,  Боровая, 7";"null";"1000";"1234";"S4-BOROVAYA";"interface GigabitEthernet2/0/27";" port access vlan 1234";"null";"null";"null";"null";"null";"null";"null";"null";"null";"null";"null";"СПД"
2037;"27868 сделка включения";"ПАО ""РОСТЕЛЕКОМ""";"Договор ";"L2VPN";"Эксплуатация";"БЗ ";"г. Москва,  Бутлерова, 7";"г. Москва,Коровинское шоссе, д. 37";"20";"2846";"X10-M9";"interface XGigabitEthernet0/0/26";" port link-type trunk
 port trunk allow-pass vlan 2846";"HSW5331-2-VTB-KOROVA37";"interface GigabitEthernet0/0/11";" port link-type access
 port default vlan 2846";"null";"null";"null";"null";"null";"null";"null";"null";"СПД"
2036;"26754 сделка включения
35672 сделка на добавления нового /24
36014 сделка на перенос сессий клеинта на SP и включение защиты ";"АНО ""ТВ-НОВОСТИ""";"Дог. №ТБ-УС/34-15";"Internet Access";"Эксплуатация";"БЗ 004";"г. Москва,  Боровая, 7";"null";"2000";"1229";"Z4-BOROVAYA";"interface Ten-GigabitEthernet4/3/0/11";"port link-mode bridge
 description TV_novosti
 port link-type trunk
 port trunk permit vlan 1
 broadcast-suppression pps 200
 storm-constrain broadcast pps 250 200
 storm-constrain control shutdown
 service-instance 1229
  encapsulation s-vid 1229
  xconnect vsi tvnovosti";"null";"null";"null";"PtP 10.50.0.204/30
 PtP 10.60.0.68/30 
";"BGW01.M9 
BGW01.BOROVAYA";"ae0.1229
ae0.1229";"AS50040";"null";"null";"cirex-msk-transit-30555-TV_Novosti";"213.108.197.0/24 - арендуем у ipv4 маркет 
Переключен на SP, включена защита от DDoS

VLAN  1229 затерминирован на BGW01.M9 и BGW01.BOROVAYA ";"СП"
2035;"26872 сделка включения
часть временной схеме при перенастройке на лаг оставили только влан 1672";"АО ""ОМД МЕДИА ДИРЕКШН""";"Договор ";"Internet Access";"Отключен";"БЗ ";"г. Москва, ул. Рождественка.19";"null";"1000";"1573";"X18-SHARIK";"interface XGigabitEthernet0/0/2";" port link-type access
 port default vlan 1573";"null";"null";"null";"185.9.231.176/30";"R1-M9 ";"null";"null";"null";"null";"null";"null";"СПД"
2034;"26872 сделка включения 39183 сделка добавления /3239183 сделка переподписания документов на ООО ""Н-Медиа""  // 58918 добавление /29";"АО ""ОМД МЕДИА ДИРЕКШН""
ООО ""Н-Медиа"" ";"Договор №ТБ-УС-54/23";"Internet Access";"Эксплуатация";"БЗ 001";"г. Москва, ул. Рождественка.19";"null";"1 Gb";"1572";"X18-SHARIK";"XGigabitEthernet0/0/1; XGigabitEthernet0/0/2; Eth-Trunk4";"port link-type access port default vlan 1572";"null";"null";"null";" 185.9.230.148/30; static 185.9.231.176/32 next-hop 185.9.230.150 86.110.218.224/29 ";"R1-TB-M9";"null";"null";"null";"null";"null";"null";"СПД"
2033;"27730 сделка включения 42091 сделка отключения";"НАО ""БАНК ФИНАМ""";"Дог. № ТБ-УС/07-18/ИБФ/ДГ/180301/5";"L2VPN";"Отключен";"БЗ 03";"г. Москва,  Настасьинский пер.,д. 7, стр.2";"г. Москва, ул. Окская, д. 13";"10";"1570";"HSW5700-1-NASTASPER7S2";"interface Eth-Trunk1 (GE0/0/11, GE0/0/12)";"port link-type accessport default vlan 1570mode lacp";"H2SW-1-OKSKAYA13";"interface Ethernet0/0/2";"port link-type accessport default vlan 1570";"";"";"";"";"";"";"";"";"СПД"
2032;"27868 сделка включения";"ПАО ""РОСТЕЛЕКОМ""";"Договор ";"L2VPN";"Эксплуатация";"БЗ ";"г. Москва, ул. Бутлерова, 7";"г. Москва,  Коровинское шоссе, д. 37";"20";"";"??? Никакой информации вообще";"null";"null";"null";"null";"null";"null";"null";"null";"null";"null";"null";"null";"null";"СПД"
2031;"25042 сделка включения";"Связьинформ";"Договор ";"Internet Access";"Эксплуатация";"БЗ ";"г. Москва, Авиамоторная 8 стр 12";"null";"1000";"1569";"X1-KOMPRESSOR";"interface GigabitEthernet1/0/3";" service-instance 1569
  encapsulation untagged
  xconnect peer 10.110.255.51 pw-id 1569 mtu 1600 access-mode ethernet";"null";"null";"null";"217.77.106.8/30";"R1-M9 ";"null";"null";"null";"null";"null";"null";"СПД"
2030;"27310 сделка включения
39192 сделка отключения";"НАО ""ЭР-ТЕЛЕКОМ ХОЛДИНГ""";"Дог. №ТБ-УС/08-13";"L2VPN";"Отключен";"БЗ 043";"г. Москва, Перовское шоссе, д.1, строение 2";"г. Москва, ул. Бутлерова, д. 7";"1000";"3033;3034";"HSW1720-2-PEROVO-VTB";"interface GigabitEthernet0/0/1";"port link-type trunk
undo port trunk allow-pass vlan 1
port trunk allow-pass vlan 3033 to 3034";"R1-M9 ";"ae19.3033
ae19.3034";"null";"null";"null";"null";"null";"null";"null";"null";"null";"СПД"
2029;"27844 сделка включения";"ООО ""ПМБК""";"Договор ";"Internet Access";"Эксплуатация";"БЗ ";"г. Москва, Лесная дом 3";"null";"10";"1568";"H2SW-2-LESNAYA3";"interface Ethernet0/0/11";" port link-type access
 port default vlan 1568";"null";"null";"null";"77.238.103.8/29";"R1-M9 ";"null";"null";"null";"null";"null";"null";"СПД"
2028;"внутреннее использование";"Сервиспайп";"null";"Internet Access";"Эксплуатация";"БЗ ";"Петровка, 27";"null";"null";"1565";"R1-M9 ";"ae3.1565";"null";"null";"null";"null";"null";"null";"null";"null";"null";"null";"null";"null";"СПД"
2027;"27256 сделка включения39094 сделка включения на СП  // Задача изменения на 500М - 59125";"ООО ""СК РЕНЕССАНС ЖИЗНЬ""";"Договор № ТБ-УС/45-18";"Internet Access";"Эксплуатация";"БЗ 004";"г. Москва, Варшавское ш. д.125 с.16";"null";"500 Мбит/с";"1228";"HP5800-2-VARSH125S16";"interface GigabitEthernet1/0/22";"bpdu-drop any
service-instance 1228
encapsulation untagged
xconnect peer 10.110.255.51 pw-id 1228 mtu 1600 access-mode ethernet";"null";"null";"null";"ptp: 185.9.229.108/30 AS62122";"R1-M9 ";"ae3.1228";"null";"null";"null";"null";"С помощью полиси и community 64000:40200 клиенту была предоставлена возможность менять LP для анонса своего префикса и таким образом управлять входящим трафиком между сессиями";"СПД"
2026;"27300 сделка включения
35751 сделка расширения до 6м ";"ООО ""ЧАЙНА ЮНИКОМ (РУС) ОПЕРЭЙШНЗ""";"Дог. №ТБ-УС/34-18";"L2VPN";"Эксплуатация";"БЗ 003";"г. Москва, Бутлерова, 7";"г. Москва,  2-я улица Энтузиастов, 5, корп. 6";"6";"2011";"S9-M9";"interface GigabitEthernet1/0/25";" port link-mode bridge
 port access vlan 2011
 qos apply policy Ge1/0/25 inbound
 qos apply policy Ge1/0/25 outbound";"S2-KOMPRESS";"interface GigabitEthernet1/0/26";" port link-mode bridge
 port access vlan 2011
 bpdu-drop any";"null";"null";"null";"null";"null";"null";"null";"null";"СПД"
2025;"23155 сделка включения";"НАО ""ИНФОСИСТЕМЫ ДЖЕТ""";"Дог. №ТБ-УС/90-15";"L2VPN";"Эксплуатация";"БЗ 005";"г. Москва,  Варшавское ш. 125 с.1";"г. Москва, 2-я Энтузиастов ул., 5 корпус 6";"10";"1874";"HP5500-2-VARSH125S1-V431-2";"interface GigabitEthernet1/0/12";" port access vlan 1874";"S2-KOMPRESS";"interface GigabitEthernet1/0/4";"port trunk permit vlan 1874";"null";"null";"null";"null";"null";"null";"null";"null";"СПД"
2024;"26777 сделка включения
40322 сделка отключения";"РДЛ-ТЕЛЕКОМ";"Договор № ТБ-81/21";"Internet Access";"Отключен";"БЗ 001";"г. Москва, 2-ая Энтузиастов 5 с 6";"null";"1000";"1549";"X6-KOMPRESS";"interface Bridge-Aggregation3 (GE1/0/8, GE2/0/19)";" service-instance 1549
  encapsulation untagged
  xconnect peer 10.110.255.51 pw-id 1549 mtu 1600 access-mode ethernet";"null";"null";"null";" 185.9.231.224/28";"R1-M9 ";"ae3.1549";"null";"null";"null";"null";"null";"СПД"
2023;"27205 сделка включения
сделка расширения на 1Г 
32406
32438 сделка уменьшения до 100м
38481 задача отключения";"НАО ""ЭР-ТЕЛЕКОМ ХОЛДИНГ""";"Договор ";"L2VPN";"Отключен";"БЗ ";"г. Москва, ул. Бутлерова, д. 7";"г. Москва, Академика Курчатова Пл, д. 1 / 119";"100";"2000";"Leo-m9";"interfaces ae19.2000";"encapsulation vlan-ccc;
vlan-id 2000;
family ccc";"S6-KURCHATOV1S119";"interface GigabitEthernet1/0/30";"port link-mode bridge
port access vlan 2000";"null";"null";"null";"null";"null";"null";"null";"null";"СПД"
2022;"26756 сделка включения // 56420 Расформирование";"НАО ""ИНФОСИСТЕМЫ ДЖЕТ""";"Договор № ТБ-УС-47/19";"L2VPN";"Отключен";"БЗ 002";"г. Москва, ул. Бутлерова, д. 7";"г. Москва, Остаповский, 22, стр.16";"10000";"1547";"X35-M9";"interface XGigabitEthernet1/0/5";" port link-type access
 port default vlan 1547";"X30-OSTAP22S16";"interface XGigabitEthernet1/0/2";" port link-type access
 port default vlan 1547";"null";"null";"null";"null";"null";"null";"null";"null";"СПД"
2021;"27180 сделка включения, 54807 отключение";"ООО ""Офис на Новокузнецкой""";"Договор ";"Internet Access";"Отключен";"БЗ ";"г. Москва Пятницкая, 25с1";"null";"50";"1758";"H2SW-1-PYATNITSKAYA25S1";"interface Ethernet0/0/3";"description Office_na_Novokuznetskoy_sd27180
port link-type access";"null";"null";"null";" ptp: 77.238.99.192/30";"R1-M9";" ae3.1758";"null";"null";"null";"null";"null";"СПД"
2020;"26847 сделка включения
40392 отключение";"ПАО Вымпелком";"Дог. № 08937/12/0MR";"L2VPN";"Отключен";"БЗ 052";"г. Москва Коровинское ш., д. 37";"г. Москва ул. Боровая д.7 с.10";"20";"979";"HSW5331-2-VTB-KOROVA37";"interface GigabitEthernet0/0/5";"port link-type trunk
undo port trunk allow-pass vlan 1
port trunk allow-pass vlan 979";"S4-BOROVAYA";"interface GigabitEthernet2/0/3";"description Vimpelcom_trunk
port link-type trunk
undo port trunk permit vlan 1
port trunk permit vlan 979";"null";"null";"null";"null";"null";"null";"null";"null";"СПД"
2019;"27268 сделка включения";"ПАО Мегафон";"Договор ";"L2VPN";"Эксплуатация";"БЗ ";"г. Москва, Бутлерова, 7";"г. Москва , наб. Садовническая, д. 23";"950";"1043";"X10-M9";"interface XGigabitEthernet 0/0/48";"port trunk allow-pass vlan 1043";"H2SW-1-SADOVNICH23";"interface GigabitEthernet0/0/3";"description Megafon_for_Energogarant_sd27268
port link-type access
port default vlan 1043";"null";"null";"null";"null";"null";"null";"null";"null";"СПД"
2018;"null";"Fastnetmon для ТБ";"ТБ-УС-";"Internet Access";"Эксплуатация";"БЗ ";"г. Москва, Энтузиастов 2-я ул., д. 5 корп. (КРОК)";"null";"200";"1545;1542";"X6-KOMPRESSOR";"interface Bridge-Aggregation5";"service-instance 1545";"null";"null";"null";"null";"null";"null";"null";"null";"null";"null";"VL1545;1542???";"СПД"
2017;"21218 сделка включения
38018 сделка отключения";"ВымпелКом ПАО";"ТБ-УС-";"L2VPN";"Отключен";"БЗ ";"г. Москва, 8 Марта ул, 14, стр.1";"г. Москва, Лесная ул., д.9";"1000";"2570";"H3C-TG1-8MARTA-5-2-6";"interface GigabitEthernet1/0/15";" port access vlan 2570";"H2SW-1-LESNAYA9";"interface GigabitEthernet0/0/2";" port link-type dot1q-tunnel
 port default vlan 2570";"null";"null";"null";"null";"null";"null";"null";"null";"СПД"
2016;"26764 сделка включения 50904 рафсормирование";"ООО ""НЬЮКОНТАКТ""  aka  Neovox";"ТБ-УС-";"L2VPN";"Отключен";"БЗ ";"г. Москва, ул. Бутлерова, д. 7";"г. Москва, ул. 1-я Останкинская, д. 1с1";"50";"1533";"S3-M9";"interface GigabitEthernet1/0/3";" port access vlan 1533";"HSW5320-1OSTANKINSKAYA1S1";"interface GigabitEthernet0/0/7";" port link-type trunk
 port trunk allow-pass vlan 1533";"null";"null";"null";"null";"null";"null";"null";"null";"СПД"
2015;"24423 сделка включения";"ООО ""ЧАЙНА ТЕЛЕКОМ""";"Дог. № ТБ-УС/04-13";"L2VPN";"Эксплуатация";"БЗ  10";"г. Москва, ул. 8 Марта, д. 14, строение 1";"г. Москва, Алтуфьевское шоссе, д. 33Г";"10";"1529";"H3C-G1-8MARTA-5-2-6";"interface GigabitEthernet1/0/4";" port access vlan 1529";"HP5800-1-ALTUFIEVSKOE33G";"interface GigabitEthernet1/0/8";" service-instance 1529
  encapsulation untagged
  xconnect peer 172.16.0.33 pw-id 1529";"null";"null";"null";"null";"null";"null";"null";"null";"СПД"
2014;"24424 сделка включения";"ООО ""ЧАЙНА ТЕЛЕКОМ""";"Дог. № ТБ-УС/04-13 долл.";"L2VPN";"Эксплуатация";"БЗ 12";"г. Москва, Коровинское шоссе, д. 41";"г. Москва, Алтуфьевское шоссе, д. 33Г";"10";"1528";"X20-KOROVA-NORD4";"interface GigabitEthernet2/0/7";" service-instance 1528
  encapsulation untagged
  xconnect peer 10.110.255.46 pw-id 1528 access-mode ethernet";"HP5800-1-ALTUFIEVSKOE33G";"interface GigabitEthernet2/0/15";" service-instance 1528
  encapsulation untagged
  xconnect peer 10.110.255.45 pw-id 1528 access-mode ethernet";"null";"null";"null";"null";"null";"null";"null";"null";"СПД"
2013;"25552 сделка включения: 52274 Отключение";"ООО ""РБС""";"Договор № ТБ-УС-69/21";"Internet Access + ACL + Policer";"Отключен";"БЗ  1";"г.Москва, улица Шарикоподшипниковская, 11, стр. 9 (ЦОД DataSpace)";"";"1000";"1756";"X18-SHARIK";"interface XGigabitEthernet0/0/24";"description RBS_deal_25552port link-type trunkundo port trunk allow-pass vlan 1port trunk allow-pass vlan 1756storm-control broadcast min-rate 200 max-rate 250";"";"";"";"77.238.101.200/29   ";"R1-M9, R1-TB-BOROVAYA";"ae3.1756 ae0.1756";"AS60544";"";"";"";"VPLS растянут до двух роутеров, поднято по сессии на каждом";"СПД"
2012;"23612 сделка включения";"ООО ""ГРУПЭМ""";"ТБ-УС-";"L2VPN";"Эксплуатация";"БЗ ";"г.Москва, Алтуфьевское, 33г";"  г. Москва, Цветной б-р, 2";"10000";"1109";"HSW5700-2-TSVETNOYBUL2";"interface XGigabitEthernet0/0/4";"port link-type dot1q
port default vlan 1109";"HP5940-1-ALTUFIEVSKOE33G";"interface Ten-GigabitEthernet1/0/7";"port link-type access
port access vlan 1109
qinq enable";"null";"null";"null";"null";"null";"null";"null";"null";"СПД"
2011;"24274 сделка включения 44994 отключение";"Ростелеком";"ТБ-УС-";"L2VPN";"Отключен";"БЗ ";"г.Москва, Бутлерова, 7";"г. Москва, Перовоское шоссе, д.1 с.2";"400";"3721";"X10-M9";"interface XGigabitEthernet0/0/26";" port trunk allow-pass vlan 3721";"H2SW-3-PEROVO";"interface Eth-Trunk1 (GE0/0/2, GE0/0/3)";" port link-type access
 port default vlan 3721";"null";"null";"null";"null";"null";"null";"null";"null";"СПД"
2010;"24665 сделка включения";"БАНК ""ВБРР"" (АО)";"Договор ";"L2VPN";"Эксплуатация";"БЗ ";"г. Москва, Бутлерова, 7";"г.Москва, ул. Сущевский Вал 26";"1000";"1527";"Z4-BOROVAYA";"interface Ten-GigabitEthernet4/2/0/8";" service-instance 1527
  encapsulation untagged
  xconnect peer 10.110.255.38 pw-id 1527 access-mode ethernet";"X13-M10";"interface GigabitEthernet1/0/7";" service-instance 1527
  encapsulation untagged
  xconnect peer 10.110.255.1 pw-id 1527 access-mode ethernet";"null";"null";"null";"null";"null";"null";"null";"null";"СПД"
2009;"25177 сделка включения
29657 сделка расширения ";"ООО ""УК АЛЬФА-КАПИТАЛ""";"Договор № ТБ-УС-32/20";"L2VPN";"Эксплуатация";"БЗ 02";"г. Москва, Бутлерова, 7";"г.Москва, ул. Шарикоподшипниковская, д. 11с9";"1000";"1525";"S3-M9";"interface GigabitEthernet1/0/1";" port trunk permit vlan 1525";"H3C-G1-SHARIK";"interface GigabitEthernet1/0/15";"port trunk permit vlan 1525";"null";"null";"null";"null";"null";"null";"null";"null";"СПД"
2008;"25563 сделка включения
39098 сделка отключения ";"ПАО СОВКОМБАНК";"Договор ";"L2VPN";"Отключен";"БЗ ";"г. Москва, ул. Бутырская, 76с1";"г.Москва, Коровинское ш., д. 41";"100";"1471";"H2SW-3-BUTYRSKAYA76S1";"interface Ethernet0/0/2";" description Sovkombank_l2vpn_sd25563
 port link-type access
 port default vlan 1471";"H3C-G1-KOROVA-CIREX";"interface GigabitEthernet1/0/17";" port link-mode bridge
 description Sovkombank_l2vpn_sd25563
 port access vlan 1471
 bpdu-drop any
 qos apply policy GE17 inbound
 qos apply policy GE17 outbound";"null";"null";"null";"null";"null";"null";"null";"null";"СПД"
2007;"24502 сделка включения ??? сделки на расф нет ";"ТрансТелеКом АО";"Дог. №ТБ-УС/09-13";"Internet Access";"Отключен";"БЗ 203";"г. Москва, Варшавское ш. 125 с1";"null";"20G + burst up to 100G";"2007";"X34-VARSHAV125S1-V431-2";"interface HundredGigE1/0/51";" port link-mode bridge
 description TTK_for_SBER_IP-transit_sd24502
 storm-constrain broadcast pps 300 250
 storm-constrain control shutdown
 service-instance 2007
  encapsulation untagged";"null";"null";"null";"ptp 185.66.86.148/30  ";"BGW1-SP-BOROVAYA";"ae0.2007";"AS60122";"СБЕР ";"null";"null";"для СБЕР // bgp сессия терминируется на маршрутизаторе Сервиспайп на Боровой. Свич Х34 демонтирован";"СПД"
2006;"24499 сделка включения, 55283 расформирование";"ТрансТелеКом АО";"Договор ";"Internet Access";"Отключен";"БЗ ";"г. Москва, ул. Сущевский вал, д. 26";"null";"20G + burst up to 100G";"2006";"X36-M10";"interface HundredGigE1/0/51";" port link-mode bridge
 description TTK_for_SBER_sd24499
 storm-constrain broadcast pps 300 250
 storm-constrain control shutdown
 bpdu-drop any
 service-instance 2006
  encapsulation untagged";"null";"null";"null";"ptp 185.66.86.144/30  ";"BGW1-SP-BOROVAYA   ";"ae0.2006";"AS35237";"СБЕР ";"null";"null";"для СБЕР // bgp сессия терминируется на маршрутизаторе Сервиспайп на Боровой";"СПД"
2005;"внутренние цели";"null";"ТБ-УС-";"Internet Access";"Эксплуатация";"БЗ ";"Москва,  Петровка, 27, кабинет СПД";"null";"100";"1522";"H2SW-SERVICEPIPE_OFFICE";"interface Ethernet0/0/5";"port default vlan 1522";"null";"null";"null";"77.238.103.136/30";"R1-M9 ";"null";"null";"null";"null";"null";"null";"СПД"
2004;"23997 сделка включения";"ВымпелКом ПАО";"Договор ";"L2VPN";"Эксплуатация";"БЗ ";"г. Москва, ул. Боровая, 7, стр. 10";"г. Москва, ул. Дубровская 1-я, д.15";"50";"3315;3316;3317";"S4-BOROVAYA";"interface GigabitEthernet2/0/3";" port trunk permit vlan 3315 to 3317";"H2SW-1-DUBROVSKAYA1D15S1";"interface Ethernet0/0/1";" port trunk allow-pass vlan 3315 to 3317";"null";"null";"null";"null";"null";"null";"null";"null";"СПД"
2003;"22997 сделка включения";"ВымпелКом ПАО";"Договор ";"L2VPN";"Эксплуатация";"БЗ ";"г. Москва, ул. Боровая, 7, стр. 10";"г. Москва, ул. Новолесная, д. 2";"1000";"1515";"S4-BOROVAYA";"interface GigabitEthernet1/0/27";" port access vlan 1515
 qinq enable";"HSW1720-1-NOVOLESNAYA2";"interface GigabitEthernet0/0/1";" port link-type dot1q-tunnel
 port default vlan 1515";"null";"null";"null";"null";"null";"null";"null";"null";"СПД"
2002;"23966 сделка включения";"Купишуз ООО";"ТБ-УС-";"L2VPN";"Эксплуатация";"БЗ ";"Москва, Коровинское ш. 41, стойка 6H6N050";"Москва, Бутлерова, д. 7";"1000";"1514";"X62-KOROVA";"XGE0/0/40";"port link-type access  port default vlan 1514";"X62-KOROVA";"interface XGE0/0/32";" description MSK-IX_for_KUPISHUZ_DEAL23966 port link-type access  port default vlan 1514";"null";"null";"null";"null";"null";"null";"null";"null";"СПД"
2001;"24135 сделка включения";"Датаспейс Партнерс";"Договор № ";"L2VPN";"Эксплуатация";"БЗ ";"г. Москва, Бутлерова, 7";"г.Москва, ул.Шарикоподшипниковская, д. 11, стр.9";"100";"2160;3229;549";"X17-M9";"interface GigabitEthernet1/0/1";"port link-type trunk
undo port trunk permit vlan 1
port trunk permit vlan 2160 3229";"X19-SHARIK";"interface Eth-Trunk4";" description DataSpacePartners_sd24135
 port link-type trunk
 undo port trunk allow-pass vlan 1
 port trunk allow-pass vlan 3229 2160
 mode lacp";"null";"null";"null";"null";"УФСБ";"null";"null";"канал до УФСБ // 2160;3229; 549 - ???";"СПД"
2000;"24232 сделка включения";"А ГРУПП";"Договор";"Регистрация  AS/Предоставление подсети IP-адресов";"Эксплуатация";"БЗ ";"null";"null";"null";"null";"null";"null";"null";"null";"null";"null";"null";"null";"null";"null";"null";"null";"null";"AS211446 
PA 185.79.239.0/24";"СПД"
1999;"25162 сделка включения
39798 сделка отключения";"Ростелеком ПАО";"Договор № 3160070";"L2VPN";"Отключен";"БЗ 057";"г. Москва, Бутлерова, 7";"г. Москва,  Перовское шоссе, д. 1, стр. 2";"20";"1684";"X10-M9";"interface XGigabitEthernet0/0/26";" port trunk allow-pass vlan 1684";"HSW1720-2-PEROVO-VTB";"interface GigabitEthernet0/0/5";"port trunk allow-pass vlan 1684";"null";"null";"null";"null";"null";"null";"null";"null";"СПД"
